,a.title,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,score_sum,time_since_pub,weighted_score
1091526,COPPER ENZYMES IN ISOLATED CHLOROPLASTS. POLYPHENOLOXIDASE IN BETA VULGARIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.19250000000000006,0.19250000000000006,0.19250000000000006,0.3200000000000001,0.4475,0.6977145,1.107389,1.7604099999999998,2.0992794999999997,2.799586000000001,3.3851169999999997,4.5321750000000005,5.3512775,6.562255499999999,7.698730999999999,8.9673645,10.570116,12.568058,14.122257500000002,15.5923495,17.455065,19.2135365,21.291276500000002,23.631216,26.317683499999994,28.3566125,30.584335,32.7872035,36.0417685,38.2540635,40.54625849999999,42.568791,44.95722299999999,47.567777,50.12185700000001,51.9256505,53.852558,56.084437,58.41081049999999,60.603836,62.91820749999999,64.76545300000001,66.85503349999999,69.0800275,71.4091805,1215.8089415,52,23.380941182692307
3737572,Mind Self and Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.568478,23.872752,46.44123,2,23.220615
398488,A simple method for displaying the hydropathic character of a protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21375,0.3382155,0.8633710000000001,2.0244625,3.08573,4.735299499999999,7.4190895,9.3733415,12.127724,15.507596,19.0011555,22.837290499999995,26.494840499999995,31.127816499999998,35.7599255,41.0490505,47.27150949999999,53.28245450000001,58.73415899999999,391.2467815,19,20.591935868421054
231749,A Method for Determining the Sedimentation Behavior of Enzymes: Application to Protein Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.2775,0.38375,0.913164,1.221442,1.9593865,2.8387199999999995,3.7462905,4.7239605000000005,5.946005500000001,7.0424120000000014,8.300437500000003,9.8535065,11.053477,12.397003999999999,13.486567999999998,15.1273995,16.675785,18.5290825,19.794817499999997,21.6974745,22.910025,24.245732,25.4380355,27.146314500000003,28.091446500000004,28.90414,30.009871,30.76817299999999,31.8364105,32.72681099999999,33.6568215,34.18617599999999,34.88407699999999,35.68781999999999,36.0779615,36.528674,37.13337250000001,37.5983735,38.020628,781.9690459999999,40,19.54922615
3135673,Isolation of a T-lymphotropic retrovirus from a patient at risk for acquired immune deficiency syndrome (AIDS).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2775,1.3152905000000001,3.7837330000000002,6.237615,9.387052,12.228789,14.8185605,17.5403795,19.3376195,21.474766,23.0848105,24.746883500000006,26.972974000000004,28.3879775,30.21756,32.2403985,34.047201,36.053082,342.152192,18,19.00845511111111
5881362,The fractionation of high-molecular-weight ribonucleic acid by polyacrylamide-gel electrophoresis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181875,0.4652905000000001,0.8555424999999999,1.6976885000000002,2.4320715,3.7421255,5.359981500000001,6.9423245,8.364774,10.3052815,11.922440500000002,13.2994575,15.0222715,16.115431,17.8657255,19.136229,20.523854,21.433745,22.352153,23.544737,24.3864495,25.485644,26.603453499999997,27.525440000000003,28.1289145,28.8049365,29.3562465,29.901377,30.539625,31.283884999999998,31.996329499999998,32.7727195,33.6271055,34.2763695,636.2514944999999,34,18.71327925
1977282,EQUILIBRIUM ULTRACENTRIFUGATION OF DILUTE SOLUTIONS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16593750000000002,0.17301800000000006,0.17301800000000006,0.668143,1.220643,2.3736,4.1061380000000005,5.499653500000001,6.8906615,8.0514385,9.78322,11.6044895,12.821579,13.889247000000005,15.4571315,16.7650605,17.86094,18.9723745,20.1903395,21.099168,22.3943385,23.064367999999998,24.051371,24.765728,25.7272565,26.390724,27.249989000000003,28.0247385,28.731658000000003,29.2586325,29.6139835,30.139147500000004,30.4548375,30.9393375,31.4877405,32.169228000000004,32.5968375,664.8257164999999,37,17.968262608108105
354208,A new and rapid colorimetric determination of acetylcholinesterase activity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.15000000000000002,0.2806875,0.2806875,0.498109,0.498109,0.7951925,0.9087355,1.141083,1.459799,1.7029330000000003,2.4613794999999996,3.2498565,4.252899,5.147983,6.374193,7.4390304999999985,8.8743405,10.743108,12.1173795,14.247233,16.0644905,17.663017500000006,19.5014145,21.301026000000004,23.1456365,25.352635999999997,28.2732275,29.825591,31.812516999999996,34.006358500000005,35.833203999999995,37.81627949999999,39.554215,41.5227555,42.6285715,44.3106705,46.022808500000004,47.71280399999999,49.46323449999999,714.5831965,40,17.864579912499998
3767618,Modern factor analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.188801,3.8188635000000004,4.256078,4.939758499999999,5.947153,6.522263,7.7338105000000015,8.311478999999999,9.0572265,10.0839075,11.0904775,12.4870955,13.5074355,14.9045465,15.656363,16.722806999999996,17.511012,18.9256415,19.8812795,20.613724500000004,21.7194215,22.6824715,24.1752245,25.2970545,26.526962,27.690034000000004,29.0949905,30.399697999999994,31.5866635,32.8932325,34.681471,36.505265,568.4122115,32,17.762881609375
6063864,Thomas Springfield Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598766,0.991891,1.0887655,1.71417,2.426623,2.9260575,3.2703075,3.8000785,4.1857745,5.0555625,5.8928210000000005,7.124386,7.963846,9.100925000000002,10.5282875,11.996705,13.397097,15.321718000000002,16.841551999999997,18.456101500000006,20.180641,21.492947500000003,23.2657925,24.7787585,26.329507,27.720319500000002,28.7516245,30.042698,31.579846500000002,32.78873349999999,34.211701500000004,35.6644705,37.080154,38.67111600000001,40.071865,42.027511,637.3391215,36,17.70386448611111
5142536,Singular Integral Equations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.325308499999998,8.964083500000001,9.2764585,9.652915,10.1807565,10.714862500000002,11.404952,12.559371,13.097982000000002,13.468735,14.008842000000001,15.0413285,15.9603995,16.646511,17.472438999999998,18.464474,19.632408,20.5870345,21.4358275,22.3014845,23.115164,24.36055,25.4433055,26.092960499999997,388.20815300000004,24,16.175339708333336
4601149,Protein Purification by Affinity Chromatography DERIVATIZATIONS OF AGAROSE AND POLYACRYLAMIDE BEADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.632375,1.3065440000000001,1.9282595,3.503216000000001,5.256885,6.975576500000002,8.484598500000002,10.2937725,11.4054025,12.586367000000005,14.124425000000002,15.560967499999999,16.2710915,17.051382999999998,17.732725999999996,19.039856,19.775904999999998,20.357917,21.231819,21.871138,22.445142999999998,22.9831505,23.4612585,23.721060999999995,24.102184,24.449239,24.9280695,25.487479999999998,25.895276,26.277232,489.29031800000007,31,15.783558645161293
213497,A Discipline of Programming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.035098499999998,15.2369645,16.2129175,17.2592335,62.74421399999999,4,15.686053499999998
2271062,Estimation of the molecular weights of proteins by Sephadex gel-filtration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16593750000000002,0.2764375,0.8395625,1.286178,1.8885560000000001,2.585607,3.4843459999999995,4.853628,5.784242000000001,7.387699,8.272370499999997,10.285145,11.152408499999998,11.855732500000002,12.770205,14.240178,15.539385999999999,16.364064499999998,17.158772,18.174309500000003,18.940389,19.876936000000004,20.823683000000006,21.512251,22.2406755,23.188136499999995,23.9195615,24.5268695,24.965452499999998,25.419225,26.079980999999997,26.445583000000003,26.838878,27.149825,27.5128855,27.92222,28.2429845,579.9703015000001,37,15.674873013513517
2524919,Frequent detection and isolation of cytopathic retroviruses (HTLV-III) from patients with AIDS and at risk for AIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.691875,2.8647810000000002,4.947663499999999,7.3687355,9.678041,12.0404205,13.743310500000002,15.214320500000005,16.6347385,17.797037000000003,18.972043,20.5000625,21.431637,22.5998005,23.8820935,25.133438,26.501394,260.0013915,17,15.294199500000001
919133,Benzodiazepine receptors in rat brain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.81725,2.116152,2.639871,4.1142129999999995,5.807268499999998,7.5246595,8.736920999999999,10.673136,12.894143500000002,14.461832500000002,15.819138,17.294559500000002,18.730031000000004,20.135225500000004,21.390207999999998,22.6419435,23.377558999999998,24.190490500000006,25.027205,25.7025045,26.319791500000004,27.013145,27.8573565,365.4346045,24,15.226441854166666
5701555,The Mathematical Theory of Non-Uniform Gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2030820000000002,1.309332,1.5547695,2.3835195,2.699082,3.568734,4.199859,5.2125915,6.689151999999999,7.2884445000000015,8.237733,9.472137,10.3139515,11.108573999999996,11.775229,12.3863025,12.9089335,13.476232,14.3477965,15.0648735,15.7175035,16.781482500000006,17.605183499999995,18.6309295,19.311788,20.0328175,20.592789,21.224628000000006,21.922835,22.418504,23.244789,24.293595499999995,24.962231,25.5499295,26.3855645,27.361321999999998,28.8782235,29.75519399999999,31.090288999999995,590.9599269999999,39,15.152818641025638
4994834,SURFACE MARKERS ON HUMAN T AND B LYMPHOCYTES I. A LARGE POPULATION OF LYMPHOCYTES FORMING NONIMMUNE ROSETTES WITH SHEEP RED BLOOD CELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.5688375,1.4029934999999998,2.5640425,4.223642,5.815827999999999,7.478462000000001,9.015338499999999,9.993561,11.042614,12.900102,14.3939175,15.500600500000001,16.598001500000002,17.8662695,18.3104455,19.090235500000002,19.6760385,20.101931000000004,20.6629565,21.082712,21.323840000000004,21.717152,22.2524225,22.675391,23.109613499999995,23.5620005,23.9857595,24.30547,431.3701780000001,29,14.874833724137936
6527958,Zone electrophoresis in starch gels: group variations in the serum proteins of normal human adults.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.15000000000000002,0.2775,0.66,0.7875,1.6667485,2.3346785000000003,3.0683475,4.2630905000000014,5.48613,6.699641000000001,7.325827499999999,8.593917,10.651639500000002,11.521096000000002,12.317036000000002,12.8116255,13.679178,14.331289499999999,14.731001999999998,15.443370000000002,16.0540695,16.868335500000004,17.349460999999998,17.593317499999998,18.230282000000006,18.641138,19.0950635,19.540795000000006,19.876579,20.001495000000002,20.4462235,20.6834925,21.200352,21.733353,21.9966745,22.616996,22.918763,23.38815,23.47485,23.8185305,24.018425,24.181395499999997,24.4285075,24.663260500000003,25.086195,674.8553215000001,46,14.670767858695653
1725110,Detection of Sugars on Paper Chromatograms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.15000000000000002,0.21375,0.25625000000000003,0.25625000000000003,0.3423125,0.4698125,0.5517695,0.8322695,1.1297694999999999,1.2781539999999998,1.571948,1.82365,2.5076194999999992,3.1862595000000002,3.7218699999999996,4.359726999999999,4.9671284999999985,6.064487000000001,6.628411000000002,7.928120499999999,8.864123499999998,9.803841,10.745522,11.5646075,12.704941999999999,13.7801325,14.686062500000002,15.671969,16.780063000000002,17.9507,19.2026395,20.557463,21.4707115,22.5907565,23.2004955,24.2162625,25.030095000000003,26.08106049999999,26.674071500000004,27.355686499999997,28.179413,28.9090105,29.549179499999997,30.200798,31.030687,31.405791999999998,31.793613,32.3278635,32.852543000000004,33.4497275,727.0193905000001,51,14.25528216666667
4361389,Physical chemistry of macromolecules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.2253355,0.227792,0.39779200000000003,0.465792,0.5578639999999999,1.0117215,1.545615,2.339073,3.263584,4.158668,5.145212000000001,6.342147999999999,7.729875,8.868058999999997,9.713741,10.869417999999998,11.808005,12.691019,13.828845999999999,14.6261375,15.18259,16.233921,16.903542499999997,17.675520999999996,19.1601565,19.979599,20.844695,21.476194,22.587297,23.539059,24.258125,24.919017000000004,25.682861000000006,27.0914045,28.377021,29.547318,30.717691499999994,31.704856,531.8465665,39,13.637091448717948
420074,A theory of cognitive dissonance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46875,0.6870895,1.1968174999999999,1.6016299999999997,2.09463,2.5057325,3.137223,3.6104095000000003,4.3426675,5.350045,6.2721165,6.9517679999999995,7.9540964999999995,8.552641,9.631478,10.084273000000003,11.0444755,11.752457499999998,12.3153445,12.866611999999998,13.359203999999998,14.006547,14.6533715,15.1914385,16.4246865,17.044447,17.790815,18.7717235,19.6558765,20.8852655,21.831307,22.859909,24.0094575,25.146528,26.0753995,27.281013999999995,28.8523665,30.1356625,32.458075,528.853351,39,13.560342333333333
5758285,The Social Readjustment Rating Scale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.19250000000000006,0.19250000000000006,0.23417550000000004,0.30334,0.3343140000000001,0.3343140000000001,0.462273,0.7435719999999999,1.2822595,1.8246445,2.6628805,3.7748675,4.907543500000001,6.1090015,7.681901,8.604635499999999,10.54176,12.327405999999998,14.215375,15.922217499999999,17.399662000000006,19.1400455,20.895235999999997,22.022744,23.397177,24.929897,26.3659805,28.091820500000004,29.760990999999997,31.3862675,33.69842049999999,35.46789949999999,37.580753,442.93837449999995,34,13.027599249999998
1874089,Dislocations and mechanical properties of crystals: edited by J. C. Fisher W. G. Johnson R. Thomson and T. Vreeland. 634pagesillustrations 6 × 9 in. New York John Wiley & Sons Inc. 1957. Price $15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35541100000000003,0.7379110000000001,1.116161,2.1509765,2.6281494999999997,3.4320030000000004,3.950707,4.5986535,5.756073000000001,6.366288000000001,6.7430165,7.699496000000001,8.607857000000001,9.6884535,10.62302,11.2779025,11.688631,12.118612000000002,12.702366500000002,13.331349500000002,14.050747,14.510699000000002,15.043232499999998,15.7770035,16.256760500000002,16.4450865,16.6844125,16.910419,17.379976,17.491870000000002,17.728816000000005,18.1947775,18.328185,18.704497,18.8675525,19.2741245,19.43174,19.93528,20.4362615,20.7164555,21.248003,21.5608285,21.7062805,552.2560460000001,43,12.843163860465118
3017592,Infrared spectra of inorganic and coordination compounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.472846,3.020416,3.6547455,4.665676,4.985412,5.201354500000001,6.7764045,7.2569775,8.057924,8.785498500000001,9.3275095,10.107053,10.3529495,10.8903535,11.482795,12.599304,13.054241,13.890845,14.7781005,15.2861965,15.772269,16.636999499999998,17.460241500000002,17.943967999999995,18.7851025,19.3549,20.470278500000006,21.2557805,22.582536999999995,23.6963175,24.9762135,395.5812095,31,12.760684177419355
5540030,Tables of integral transforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.405,0.500625,0.500625,0.6456520000000001,1.0071145,1.6980965000000001,2.3261700000000003,2.9394025000000004,3.5696265,4.485229499999999,5.1817365,5.649185499999999,6.423816,6.943097999999999,8.030826,8.830846000000001,9.746023999999998,10.1993885,11.09307,11.5467065,12.728708000000001,13.756426,14.8753065,15.964759999999998,16.698811499999998,17.208284499999998,17.4040395,17.958443499999994,19.0514755,19.3976805,20.176892499999997,21.061266500000002,21.7659675,22.502679500000006,23.479236,24.2454175,25.068651000000003,25.955082000000004,26.848381000000003,27.9100055,29.050943499999995,30.0555075,31.2039255,596.6901295,47,12.695534670212766
5017899,Scaling concepts in polymer physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181875,0.419875,1.743002,2.3759034999999997,3.1394245,4.474783,5.4355635000000015,6.167872500000001,7.2991290000000015,9.096938500000002,10.510411999999999,11.995532,14.054206500000005,16.1171565,18.2459815,20.0759295,22.230518,24.4992785,26.7302735,29.356084999999997,32.1683355,266.318075,21,12.681813095238097
