18,Conduction of heat in solids,Heat kernel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115702479,0.044444444,-0.007092199,-0.025,-0.04029304,-0.053435115,-0.060483871,-0.064377682,-0.068807339,-0.068965517,-0.084656085,Clarendon Press
19,Boundary-layer theory /,Classical mechanics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059360731,-0.063106796,-0.082901554,"McGraw-Hill,"
20,DNA sequencing with chain-terminating inhibitors,Sequencing by hybridization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244680851,0.022792023,-0.04735376,-0.067251462,-0.072100313,-0.084459459,National Acad Sciences
21,Statistical principles in experimental design,Multifactor design of experiments software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.184210526,0.217021277,0.027972028,-0.034013605,-0.049295775,-0.07037037,-0.071713147,-0.077253219,-0.074418605,-0.075376884,-0.086956522,McGraw-Hill
22,Silicon Processing for the VLSI Era,Materials Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295918367,-0.010498688,-0.071618037,-0.085714286,-0.09375,Lattice Press
23,Constitution of Binary Alloys,Chemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457831325,0.169421488,0.007067138,-0.028070175,-0.0433213,-0.060377358,-0.068273092,-0.073275862,-0.079069767,-0.080808081,-0.087912088,McGraw-Hill
24,The nature of the chemical bond,Chemical state,0,0,0,0,0,0,0,0,0,0,1.673913043,0.504065041,0.075675676,0.050251256,0.028708134,-0.004651163,-0.042056075,-0.053658537,-0.056701031,-0.06557377,-0.070175439,-0.06918239,-0.067567568,-0.072463768,-0.0859375,"Cornell University Press , Oxford University Press"
25,Electrophoretic transfer of proteins from polyacrylamide gels to nitrocellulose sheets: procedure and some applications,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806818182,0.06918239,-0.032352941,-0.05775076,-0.070967742,-0.072916667,-0.08988764,National Acad Sciences
26,Theory of elasticity,Classical mechanics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144230769,0.092436975,0.007692308,-0.026717557,-0.031372549,-0.044534413,-0.050847458,-0.053571429,-0.056603774,-0.055,-0.084656085,McGraw-Hill
27,Theory of elasticity,Classical mechanics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144230769,0.092436975,0.007692308,-0.026717557,-0.031372549,-0.044534413,-0.050847458,-0.053571429,-0.056603774,-0.055,-0.084656085,Pergamon Press
28,A Revised Medium for Rapid Growth and Bio Assays with Tobacco Tissue Cultures,Pesticide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.830188679,0.32,0.146464646,0.074889868,0.012295082,-0.024291498,-0.037344398,-0.043103448,-0.054054054,-0.080952381,Blackwell Publishing Ltd
29,Nonparametric statistics for the behavioral sciences,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,7.095238095,0.323529412,0.102222222,0.004032258,-0.020080321,-0.040983607,-0.05982906,-0.063636364,-0.063106796,-0.067357513,-0.072222222,-0.083832335,McGraw-Hill
30,Time Series Analysis  Forecasting and Control,Econometrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03030303,-0.03125,-0.029325513,-0.039274924,-0.075471698,Holden-Day
31,Methods in enzymology,Library science,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435114504,0.122340426,0.118483412,-0.012711864,0.008583691,-0.017021277,-0.056277056,-0.050458716,-0.062801932,-0.072164948,-0.066666667,-0.089285714,Academic Press
32,Numerical recipes in C,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017948718,-0.04534005,-0.081794195,Cambridge University Press
33,Infrared and Raman spectra of inorganic and coordination compounds,Stereochemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026128266,-0.07804878,"John Wiley & Sons, Ltd"
34,Applied logistic regression,Econometrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.002645503,-0.068965517,Wiley
35,Particle swarm optimization,Natural computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12568306,-0.055825243,IEEE
36,"""Mini-mental state"". A practical method for grading the cognitive state of patients for the clinician",Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415730337,0.123015873,0.045936396,0.016891892,-0.009966777,-0.067114094,Elsevier Limited
37,A simple method for the isolation and purification of total lipides from animal tissues.,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927272727,0.174528302,0.040160643,-0.007722008,-0.038910506,-0.052631579,-0.064102564,-0.068493151,-0.06372549,-0.062827225,-0.078212291,American Society for Biochemistry and Molecular Biology
38,The Reliability of Molecular Weight Determinations by Dodecyl Sulfate-Polyacrylamide Gel Electrophoresis,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371040724,0.03960396,-0.031746032,-0.059016393,-0.073170732,-0.078947368,-0.085714286,-0.080357143,-0.09223301,American Society for Biochemistry and Molecular Biology
39,Statistical power analysis for the behavioral sciences,Econometrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145454545,0.079365079,0.044117647,0.038732394,0.010169492,-0.063758389,Taylor & Francis Group
40,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803370787,0.090342679,0.002857143,-0.068376068,Oxford University Press
41,Intermolecular and surface forces,Optical contact bonding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076576577,Academic Press
42,Basic Local Alignment Search Tool,Database search engine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802547771,0.113074205,0.028571429,-0.009259259,-0.068535826,Journal of Molecular Biology
43,Data reduction and error analysis for the physical sciences,Econometrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035264484,-0.057441253,-0.083102493,McGraw-Hill
44,Principles and procedures of statistics.,Mathematics education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46835443,0.129310345,0.030534351,-0.025925926,-0.045627376,-0.06374502,-0.063829787,-0.059090909,-0.057971014,-0.087179487,"McGraw-Hill Book Company, Inc., New York, Toronto, London"
45,Introduction to Solid State Physics,Atomic physics,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833333333,0.443396226,0.215686275,0.053763441,0,-0.015306122,-0.031088083,-0.010695187,-0.016216216,-0.016483516,-0.05027933,-0.082352941,American Association of Physics Teachers
46,Regression Models and Life-Tables,Econometrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081850534,0.036184211,0.012698413,-0.021943574,-0.070512821,Springer New York
47,Elements of information theory,Entropy power inequality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432692308,0.151006711,0.008746356,-0.069364162,Wiley Online Library
48,The mathematics of diffusion,Applied mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013888889,-0.01369863,-0.024305556,-0.035587189,-0.044280443,-0.05019305,-0.056910569,-0.081896552,Clarendon Press
49,The Fractal Geometry of Nature,Galaxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18503937,0.03654485,-0.016025641,-0.035830619,-0.050675676,-0.081850534,American Association of Physics Teachers
50,Case study research : design and methods,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166112957,0.05982906,-0.061827957,Sage Publications
51,THE USE OF LEAD CITRATE AT HIGH pH AS AN ELECTRON-OPAQUE STAIN IN ELECTRON MICROSCOPY,Lead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207317073,0.013468013,-0.033222591,-0.06185567,-0.06959707,-0.078740157,-0.081196581,-0.079069767,-0.080808081,-0.087912088,The Rockefeller University Press
52,Antibodies : a laboratory manual,Library science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35443038,0.034267913,-0.030120482,-0.049689441,-0.08496732,Cold Spring Harbor Laboratory
53,CLUSTAL W: improving the sensitivity of progressive multiple sequence alignment through sequence weighting  position-specific gap penalties and weight matrix choice,Consensus sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531400966,0.085173502,-0.00872093,-0.070381232,Oxford University Press
54,Optimization by simulated annealing.,Optimization problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447916667,0.057553957,0,0,-0.030612245,-0.077192982,American Association for the Advancement of Science
55,Detection of specific sequences among DNA fragments separated by gel electrophoresis,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.707865169,0.22406639,0.010169492,-0.05033557,-0.067137809,-0.071969697,-0.07755102,-0.088495575,J Mol Biol
56,A technique for radiolabeling DNA restriction endonuclease fragments to high specific activity,Amplified fragment length polymorphism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313953488,-0.02359882,-0.060422961,-0.07073955,-0.07266436,-0.089552239,Anal Biochem
57,Binary alloy phase diagrams,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337837838,0.070707071,0.009433962,-0.043613707,-0.081433225,ASM International
58,The pharmacological basis of therapeutics,Pharmacotherapy,0,0,0,0,0,0,0,0,0,0,-2.274509804,0.738461538,0.265486726,0.076923077,0.064935065,0.042682927,0.01754386,-0.022988506,-0.041176471,-0.055214724,-0.051948052,-0.054794521,-0.057971014,-0.053846154,-0.089430894,Macmillan
59,Learning internal representations by error propagation,Mathematical optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,-0.029585799,-0.045731707,-0.054313099,-0.081081081,MIT Press
60,Nonlinear Fiber Optics,Single-mode optical fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06744868,-0.024725275,-0.078873239,Academic Press
61,Design patterns: elements of reusable object-oriented software,Software design pattern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327868852,0.055555556,-0.032163743,-0.081570997,Addison-Wesley
62,Computer simulation of liquids,Statistical physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.103571429,0.025889968,-0.041009464,-0.078947368,American Institute of Physics
63,Neural Networks: A Comprehensive Foundation,Nervous system network models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364864865,0.112211221,-0.008902077,-0.074850299,Prentice Hall PTR
64,Advanced Inorganic Chemistry,Chemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014044944,-0.045584046,-0.053731343,-0.082018927,Wiley
65,R: A language and environment for statistical computing.,Library science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112299465,Foundation for Statistical Computing
66,Using multivariate statistics,Path analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035135135,-0.057441253,Pearson
67,Data Mining: Concepts and Techniques,Concept mining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059808612,Morgan Kaufmann
68,Theory of Games and Economic Behavior,Development economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020565553,-0.073490814,Princeton University Press
69,Methods of enzymatic analysis,Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503816794,0.16751269,0.056521739,0.004115226,-0.028688525,-0.046413502,-0.057522124,-0.061032864,-0.07,-0.086021505,"Verlag Chemie , Academic Press"
70,The neighbor-joining method: a new method for reconstructing phylogenetic trees.,Computer simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208661417,0.058631922,0.006153846,-0.064220183,Oxford University Press
71,Protective groups in organic synthesis,Stereochemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111510791,0.064724919,-0.003039514,-0.082317073,Wiley
72,Statistical methods for research workers,Econometrics,0,0,0,0,0,0,0,0,0,0.116402116,0.033175355,0.027522936,-0.03125,-0.050691244,-0.053398058,-0.061538462,-0.06557377,-0.070175439,-0.06918239,-0.074324324,-0.080291971,-0.071428571,-0.05982906,-0.063636364,-0.087378641,Oliver and Boyd
73,Semiconductors and Semimetals,Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046070461,-0.059659091,-0.069486405,-0.087662338,Elsevier Science
74,Microwave Mobile Communications,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171548117,0.092857143,0.019607843,-0.044871795,-0.083892617,Wiley-IEEE Press
75,The advanced theory of statistics,Multivariate analysis of variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139240506,0.111111111,0.05,0.014285714,-0.014084507,-0.033333333,-0.044334975,-0.051546392,-0.048913043,-0.057142857,-0.054545455,-0.083333333,Hafner
76,Numerical heat transfer and fluid flow,Classical mechanics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368983957,0.10546875,0.014134276,-0.013937282,-0.038869258,-0.077205882,CRC Press
77,The rat brain in stereotaxic coordinates,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480446927,0.090566038,0.010380623,-0.02739726,-0.049295775,-0.077777778,Academic Press
78,STATISTICAL METHODS FOR ASSESSING AGREEMENT BETWEEN TWO METHODS OF CLINICAL MEASUREMENT,Comparative research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422222222,0.12109375,0.048780488,0.003322259,-0.066225166,Elsevier
79,Molecular spectra and molecular structure,Molecular physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028776978,-0.013986014,-0.039007092,-0.036900369,-0.049808429,-0.060483871,-0.068669528,-0.087557604,D. Van Nostrand
80,The Design and Analysis of Computer Algorithms,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441717791,0.110638298,0.030651341,-0.033457249,-0.046153846,-0.048387097,-0.059322034,-0.085585586,"Addison-Wesley Longman Publishing Co., Inc."
81,The mathematical theory of plasticity,Classical mechanics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003546099,-0.021352313,-0.04,-0.041666667,-0.059288538,-0.06302521,-0.058295964,-0.061904762,-0.086294416,Clarendon Press
82,The algebraic eigenvalue problem,Matrix analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029673591,-0.055045872,-0.061488673,-0.05862069,-0.065934066,-0.08627451,"Oxford University Press, Inc."
83,A theory for multiresolution signal decomposition: the wavelet representation,Multiresolution analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427835052,0.064981949,0.037288136,-0.029411765,-0.077441077,IEEE Computer Society
84,Electrochemical methods : fundamentals and applications,Chemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107491857,0.023529412,-0.063218391,John Wiley & Sons
85,LIBSVM: A library for support vector machines,Support vector machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020100503,ACM
86,Ten lectures on wavelets,Wavelet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15018315,0.041401274,-0.024464832,-0.078369906,Society for Industrial and Applied Mathematics
87,Handbook of Applied Cryptography,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655913978,0.074675325,-0.024169184,-0.083591331,CRC Press
88,The measurement of observer agreement for categorical data,Categorical variable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180672269,0.09252669,0.052117264,-0.046439628,Biometrics
89,Computational electrodynamics : the finite-difference time-domain method,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008130081,-0.069892473,Artech House
90,Pattern classification and scene analysis,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747252747,0.20754717,0.177083333,0.057522124,0.012552301,-0.012396694,-0.041841004,-0.07860262,Wiley
91,Colorimetric method for determination of sugars and related substances,Chromatography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.115384615,0.398496241,0.107526882,0.053398058,0,-0.036866359,-0.04784689,-0.060301508,-0.053475936,-0.04519774,-0.076923077,American Chemical Society
92,A simple transmit diversity technique for wireless communications,Antenna diversity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178451178,-0.011428571,-0.080924855,IEEE
93,Statistical learning theory,Mathematical optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376518219,0.026470588,-0.065902579,John Wiley & Sons
94,A course of modern analysis,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052777778,-0.055718475,-0.062111801,-0.082781457,Cambridge University Press
95,Electrodynamics of continuous media,Nuclear magnetic resonance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12195122,0.3671875,0.148571429,0.004975124,-0.02970297,-0.035714286,-0.010582011,-0.010695187,-0.021621622,-0.044198895,-0.080924855,American Institute of Physics
96,Handbook of optical constants of solids,Materials Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439306358,0.112449799,0.068592058,0.003378378,-0.067340067,Academic Press
97,Situated Learning: Legitimate Peripheral Participation,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184397163,0.035928144,-0.066473988,Cambridge University Press
98,A method for obtaining digital signatures and public-key cryptosystems,Key,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663636364,0.191256831,0.123853211,0.036734694,0.011811024,-0.031128405,-0.076305221,ACM
99,Antenna Theory: Analysis and Design,Electronic engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063218391,-0.059459459,Harper & Row
100,The magical number seven  plus or minus two : Some limits on our capacity for processing information,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043478261,-0.035714286,-0.02020202,-0.030927835,-0.070921986,Psychol Rev
101,Molecular cloning: A laboratory manual  2nd edn: by J. Sambrook  E. F. Fritsch and T. Maniatis  Cold Spring Harbor Laboratory Press  1989. $115.00 (3 vols; 1659 pages) ISBN 0 87969 309 6,Molecular cloning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904458599,0.053511706,-0.038095238,-0.059405941,-0.084210526,Elsevier
102,Statistical methods in medical research,Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033333333,-0.045977011,-0.078313253,"Blackwell Science,"
103,Generalized Gradient Approximation Made Simple,Atomic physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201986755,-0.002754821,American Physical Society
104,A tutorial on hidden Markov models and selected applications in speech recognition,Statistical model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0.105263158,0.012698413,-0.068965517,IEEE
105,An introduction to fluid dynamics,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02259887,-0.040462428,-0.075301205,Cambridge University Press
106,Wireless Communications: Principles and Practice,Wi-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254681648,0.029850746,-0.072463768,Prentice Hall
107,Perturbation theory for linear operators,PoincarÃƒÂŒÃ‚Â©Ã‚Â‰ÃƒÂ›ÃƒÂ’Lindstedt method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26984127,0.058333333,-0.011811024,-0.035856574,-0.045454545,-0.051948052,-0.0456621,-0.066985646,-0.076923077,Springer Berlin Heidelberg
108,Convex Optimization,Mathematical optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194174757,-0.040650407,Cambridge University Press
109,HELICAL MICROTUBULES OF GRAPHITIC CARBON,Crystallography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418367347,0.133093525,0.012698413,-0.065830721,Nature Publishing Group
110,Mathematical methods of statistics,Probability and statistics,0,0,0,0,0,0,0,0,0,0,0,-110,0.431192661,0.134615385,0.06779661,0.015873016,-0.03125,-0.037634409,-0.05027933,-0.064705882,-0.062893082,-0.060402685,-0.057142857,-0.060606061,-0.080645161,Princeton University Press
111,Adaptive filter theory,Adaptive filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365079365,0.112403101,0.052264808,-0.039735099,-0.082758621,Prentice-Hall
112,Snakes: Active Contour Models,Computer vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152671756,0.052980132,-0.01572327,-0.076677316,INTERNATIONAL JOURNAL OF COMPUTER VISION
113,ORTEP-3 for Windows - a version of ORTEP-III with a Graphical User Interface (GUI),Look and feel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360995851,0.06402439,-0.088825215,International Union of Crystallography
114,Bergey's manual of systematic bacteriology,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021563342,-0.077134986,Williams & Wilkins
115,Diagnostic and statistical manual of mental disorders.,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020618557,NIH Public Access
116,A Computational Approach to Edge Detection,Gaussian noise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248730964,0.093495935,0.066914498,0.020905923,-0.068259386,IEEE
117,Continuous cultures of fused cells secreting antibody of predefined specificity,Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166023166,-0.016556291,-0.060606061,-0.068100358,-0.065384615,-0.074074074,-0.084444444,Nature Publishing Group
118,The Stopping and Range of Ions in Solids,Atomic physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71969697,0.176211454,0.052434457,-0.010676157,-0.057553957,-0.083969466,Pergamon
119,Computer architecture: a quantitative approach,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478494624,0.083636364,0,-0.040268456,-0.083916084,Morgan Kaufmann Publishers Inc.
120,Viscoelastic properties of polymers,TimeÃ‚Â‰ÃƒÂ›ÃƒÂ’temperature superposition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515625,0.108247423,0.027906977,-0.013574661,-0.02293578,-0.028169014,-0.028985507,-0.044776119,-0.057291667,-0.082872928,The Electrochemical Society
